3901;1
3904;2
3909;3
3906;2
3915;6
3920;6
3916;5
3922;4
3926;4
3923;5
3924;4
3935;9
3925;4
3940;8
3917;6
3939;8
3945;12
3937;8
3951;11
3954;13
3929;7
3949;11
3965;15
3963;13
3970;13
3972;15
3976;15
3987;16
3988;17
3980;16
3992;15
3990;17
3997;17
3994;15
3999;18
3998;17
4002;20
4003;20
4006;19
4011;19
4012;20
4010;19
4016;22
4023;21
4024;21
4026;21
4028;23
4038;26
4036;25
4034;25
4037;25
4035;25
4043;24
4040;27
4045;23
4048;28
4049;24
4051;24
4050;24
